rpm,engine_temp,oil_temp,oil_pressure,fuel_flow,manifold_pressure,exhaust_gas_temp,vibration,engine_load,altitude,ambient_temp,throttle,temperature_rate,vibration_rate,oil_pressure_rate,residual_engine_temp,residual_oil_pressure,residual_vibration,residual_exhaust_gas_temp,composite_residual_norm,fault_class
4107.6,175.15,159.22,1.88,17.86,26.26,749.9,1.49,59.6,10184.0,20.8,53.6,0.0,0.0,6.0,80.85,-2.0,-0.04,0.9,20.09,OVERHEATING
4106.0,175.15,159.22,1.88,17.78,26.2,750.2,1.49,59.3,10184.0,20.8,53.6,0.0,-6.0,6.0,80.95,-2.0,-0.04,1.7,20.1,OVERHEATING
4107.6,175.15,159.22,1.88,17.71,26.2,749.5,1.53,59.5,10184.0,20.8,53.6,0.0,-42.0,0.0,80.95,-2.0,0.0,0.6,20.1,OVERHEATING
4104.8,175.15,159.22,1.88,17.84,26.22,748.9,1.48,59.7,10184.0,20.8,53.6,0.0,-36.0,0.0,80.85,-2.0,-0.05,-0.3,20.09,OVERHEATING
4104.9,175.15,159.22,1.89,17.8,26.22,750.3,1.41,59.8,10184.0,20.8,53.6,0.0,-102.0,0.0,80.85,-1.99,-0.12,0.9,20.08,OVERHEATING
4105.1,175.15,159.22,1.88,17.64,26.11,749.6,1.49,59.8,10184.0,20.8,53.6,0.0,-24.0,0.0,80.85,-2.0,-0.04,0.2,20.09,OVERHEATING
5032.3,175.15,159.22,2.12,24.92,29.38,784.8,1.85,79.6,9029.0,9.3,75.0,0.0,6.0,6.0,80.35,-2.29,0.02,-1.0,20.58,OVERHEATING
5036.3,175.15,159.22,2.1,24.97,29.45,784.4,1.85,79.0,9029.0,9.3,75.0,0.0,-18.0,-18.0,80.45,-2.31,0.02,-0.4,20.63,OVERHEATING
5034.9,175.15,159.22,2.1,25.11,29.43,784.8,1.83,78.7,9029.0,9.3,75.0,0.0,-24.0,-12.0,80.45,-2.31,0.0,0.5,20.63,OVERHEATING
5033.0,175.15,159.22,2.11,25.01,29.38,783.9,1.83,79.0,9029.0,9.3,75.0,0.0,-24.0,6.0,80.45,-2.3,0.0,-0.9,20.62,OVERHEATING
5032.6,175.15,159.22,2.1,24.93,29.4,783.7,1.78,79.1,9029.0,9.3,75.0,0.0,-36.0,-12.0,80.45,-2.31,-0.05,-1.2,20.63,OVERHEATING
5031.5,175.15,159.22,2.13,25.05,29.48,784.8,1.88,79.1,9029.0,9.3,75.0,0.0,30.0,6.0,80.45,-2.28,0.05,-0.1,20.6,OVERHEATING
5033.0,175.15,159.22,2.12,24.91,29.38,784.9,1.84,79.2,9029.0,9.3,75.0,0.0,24.0,12.0,80.45,-2.29,0.01,-0.2,20.59,OVERHEATING
5030.0,175.15,159.22,2.1,25.01,29.41,785.1,1.84,79.5,9029.0,9.3,75.0,0.0,-18.0,-6.0,80.35,-2.31,0.01,-0.5,20.6,OVERHEATING
5031.0,175.15,159.22,2.11,24.97,29.44,785.5,1.84,78.9,9029.0,9.3,75.0,0.0,18.0,6.0,80.45,-2.3,0.01,0.9,20.62,OVERHEATING
5031.8,175.15,159.22,2.11,24.97,29.45,786.2,1.79,79.0,9029.0,9.3,75.0,0.0,-6.0,0.0,80.45,-2.3,-0.04,1.4,20.62,OVERHEATING
5032.2,175.15,159.22,2.1,24.94,29.38,785.3,1.8,79.4,9029.0,9.3,75.0,0.0,-30.0,0.0,80.35,-2.31,-0.03,-0.1,20.6,OVERHEATING
5030.9,175.15,159.22,2.11,24.94,29.42,785.2,1.79,79.1,9029.0,9.3,75.0,0.0,-36.0,-6.0,80.45,-2.3,-0.04,0.3,20.62,OVERHEATING
5032.9,175.15,159.22,2.12,25.0,29.47,786.2,1.87,79.1,9029.0,9.3,75.0,0.0,12.0,12.0,80.45,-2.29,0.04,1.3,20.61,OVERHEATING
5035.3,175.15,159.22,2.12,24.87,29.4,786.3,1.88,79.3,9029.0,9.3,75.0,0.0,30.0,12.0,80.45,-2.29,0.05,1.0,20.59,OVERHEATING
5033.9,175.15,159.22,2.11,24.99,29.46,786.0,1.89,79.3,9029.0,9.3,75.0,0.0,36.0,0.0,80.45,-2.3,0.06,0.7,20.6,OVERHEATING
4135.8,175.15,159.22,1.87,18.95,27.21,752.2,1.59,60.0,8942.0,10.2,54.2,0.0,36.0,-6.0,92.15,-2.26,0.05,-0.2,22.61,OVERHEATING
4138.0,175.15,159.22,1.91,18.92,27.22,753.2,1.53,60.0,8942.0,10.2,54.2,0.0,-18.0,6.0,92.15,-2.22,-0.01,0.8,22.58,OVERHEATING
4137.2,175.15,159.22,1.9,19.03,27.28,752.8,1.62,59.8,8942.0,10.2,54.2,0.0,54.0,12.0,92.15,-2.23,0.08,0.8,22.59,OVERHEATING
4136.4,175.15,159.22,1.9,18.98,27.29,753.2,1.47,60.4,8942.0,10.2,54.2,0.0,-18.0,6.0,92.05,-2.23,-0.07,0.2,22.58,OVERHEATING
4136.8,175.15,159.22,1.88,18.9,27.27,753.3,1.53,60.1,8942.0,10.2,54.2,0.0,30.0,0.0,92.15,-2.25,-0.01,0.8,22.6,OVERHEATING
4133.7,175.15,159.22,1.89,18.93,27.26,753.4,1.58,60.1,8942.0,10.2,54.2,0.0,36.0,6.0,92.15,-2.24,0.04,0.9,22.59,OVERHEATING
4134.6,175.15,159.22,1.88,18.91,27.31,753.7,1.56,59.8,8942.0,10.2,54.2,0.0,6.0,-6.0,92.15,-2.25,0.02,1.7,22.6,OVERHEATING
4135.0,175.15,159.22,1.88,19.02,27.28,753.3,1.55,60.4,8942.0,10.2,54.2,0.0,-6.0,-12.0,92.05,-2.25,0.01,0.3,22.59,OVERHEATING
4136.4,175.15,159.22,1.9,18.95,27.22,753.4,1.52,60.2,8942.0,10.2,54.2,0.0,-12.0,12.0,92.15,-2.23,-0.02,0.7,22.59,OVERHEATING
4135.8,175.15,159.22,1.89,18.97,27.27,753.6,1.53,60.3,8942.0,10.2,54.2,0.0,18.0,0.0,92.15,-2.24,-0.01,0.7,22.59,OVERHEATING
4139.1,175.15,159.22,1.9,18.94,27.25,753.4,1.59,60.2,8942.0,10.2,54.2,0.0,6.0,18.0,92.15,-2.23,0.05,0.7,22.59,OVERHEATING
4137.9,175.15,159.22,1.89,19.05,27.32,753.8,1.54,60.1,8942.0,10.2,54.2,0.0,-30.0,12.0,92.15,-2.24,0.0,1.3,22.59,OVERHEATING
4138.2,175.15,159.22,1.87,19.05,27.34,752.3,1.52,60.3,8942.0,10.2,54.2,0.0,-6.0,-24.0,92.15,-2.26,-0.02,-0.6,22.61,OVERHEATING
4137.4,175.15,159.22,1.9,19.09,27.27,753.0,1.5,60.1,8942.0,10.2,54.2,0.0,-72.0,0.0,92.15,-2.23,-0.04,0.5,22.59,OVERHEATING
4134.4,175.15,159.22,1.88,19.04,27.29,752.9,1.55,60.1,8942.0,10.2,54.2,0.0,48.0,-12.0,92.15,-2.25,0.01,0.4,22.6,OVERHEATING
5022.1,175.15,159.22,2.12,23.12,28.18,780.7,1.87,78.5,10559.0,26.4,74.7,0.0,24.0,12.0,57.35,-1.77,0.04,1.0,15.63,OVERHEATING
5021.9,175.15,159.22,2.09,22.99,28.13,780.9,1.88,78.5,10559.0,26.4,74.7,0.0,30.0,0.0,57.35,-1.8,0.05,1.2,15.66,OVERHEATING
5018.6,175.15,159.22,2.1,23.1,28.15,780.2,1.85,78.7,10559.0,26.4,74.7,0.0,0.0,-6.0,57.25,-1.79,0.02,0.2,15.64,OVERHEATING
5024.3,175.15,159.22,2.1,23.12,28.17,780.7,1.85,78.8,10559.0,26.4,74.7,0.0,6.0,-6.0,57.25,-1.79,0.02,0.5,15.64,OVERHEATING
5017.9,175.15,159.22,2.08,23.12,28.14,780.7,1.81,78.7,10559.0,26.4,74.7,0.0,-24.0,-6.0,57.25,-1.81,-0.02,0.7,15.66,OVERHEATING
5018.3,175.15,159.22,2.11,23.14,28.19,779.8,1.85,79.0,10559.0,26.4,74.7,0.0,6.0,6.0,57.25,-1.78,0.02,-0.7,15.61,OVERHEATING
5017.6,175.15,159.22,2.11,23.16,28.14,780.0,1.87,79.1,10559.0,26.4,74.7,0.0,18.0,6.0,57.15,-1.78,0.04,-0.7,15.61,OVERHEATING
5014.3,175.15,159.22,2.1,23.09,28.17,780.3,1.83,79.0,10559.0,26.4,74.7,0.0,-24.0,-6.0,57.25,-1.79,0.0,-0.2,15.62,OVERHEATING
5014.8,175.15,159.22,2.1,23.03,28.17,780.7,1.86,79.0,10559.0,26.4,74.7,0.0,12.0,-12.0,57.25,-1.79,0.03,0.2,15.62,OVERHEATING
5016.3,175.15,159.22,2.1,23.14,28.2,780.4,1.82,79.0,10559.0,26.4,74.7,0.0,-24.0,6.0,57.25,-1.79,-0.01,-0.1,15.62,OVERHEATING
5020.2,175.15,159.22,2.12,23.06,28.13,780.6,1.8,78.4,10559.0,26.4,74.7,0.0,-18.0,24.0,57.35,-1.77,-0.03,1.1,15.63,OVERHEATING
5023.9,175.15,159.22,2.1,23.16,28.16,780.1,1.83,79.0,10559.0,26.4,74.7,0.0,-24.0,-12.0,57.25,-1.79,0.0,-0.4,15.62,OVERHEATING
5018.5,175.15,159.22,2.12,23.09,28.14,779.9,1.85,78.7,10559.0,26.4,74.7,0.0,-18.0,18.0,57.25,-1.77,0.02,-0.1,15.62,OVERHEATING
5017.5,175.15,159.22,2.12,23.1,28.22,780.2,1.83,78.7,10559.0,26.4,74.7,0.0,-12.0,12.0,57.25,-1.77,0.0,0.2,15.62,OVERHEATING
5017.4,175.15,159.22,2.1,23.1,28.11,780.4,1.84,78.6,10559.0,26.4,74.7,0.0,-6.0,0.0,57.25,-1.79,0.01,0.6,15.64,OVERHEATING
4365.0,175.15,159.22,1.96,16.94,23.71,756.4,1.59,65.1,14189.0,27.7,59.5,0.0,0.0,6.0,63.95,-1.69,-0.02,-0.2,16.46,OVERHEATING
4367.0,175.15,159.22,1.95,16.98,23.78,756.5,1.62,64.9,14189.0,27.7,59.5,0.0,18.0,6.0,63.95,-1.7,0.01,0.2,16.48,OVERHEATING
4367.3,175.15,159.22,1.94,16.9,23.83,757.7,1.64,65.1,14189.0,27.7,59.5,0.0,24.0,-6.0,63.95,-1.71,0.03,1.1,16.47,OVERHEATING
4365.2,175.15,159.22,1.96,17.05,23.83,757.1,1.53,65.3,14189.0,27.7,59.5,0.0,-48.0,12.0,63.85,-1.69,-0.08,0.1,16.45,OVERHEATING
4365.3,175.15,159.22,1.94,17.0,23.79,757.5,1.63,65.1,14189.0,27.7,59.5,0.0,12.0,-12.0,63.95,-1.71,0.02,0.9,16.47,OVERHEATING
4366.0,175.15,159.22,1.94,16.92,23.88,757.7,1.6,65.2,14189.0,27.7,59.5,0.0,18.0,-6.0,63.95,-1.71,-0.01,0.9,16.47,OVERHEATING
4364.5,175.15,159.22,1.93,16.91,23.82,757.2,1.58,65.3,14189.0,27.7,59.5,0.0,24.0,-12.0,63.85,-1.72,-0.03,0.2,16.47,OVERHEATING
4363.7,175.15,159.22,1.95,17.03,23.86,757.2,1.62,65.2,14189.0,27.7,59.5,0.0,18.0,12.0,63.95,-1.7,0.01,0.4,16.46,OVERHEATING
4364.1,175.15,159.22,1.94,16.92,23.86,757.5,1.59,65.0,14189.0,27.7,59.5,0.0,-36.0,6.0,63.95,-1.71,-0.02,1.0,16.49,OVERHEATING
4367.1,175.15,159.22,1.93,17.02,23.81,757.7,1.61,65.0,14189.0,27.7,59.5,0.0,-36.0,0.0,63.95,-1.72,0.0,1.2,16.5,OVERHEATING
4367.8,175.15,159.22,1.94,16.98,23.82,757.4,1.62,64.7,14189.0,27.7,59.5,0.0,-6.0,0.0,64.05,-1.71,0.01,1.4,16.5,OVERHEATING
4368.7,175.15,159.22,1.95,16.95,23.81,756.8,1.63,65.2,14189.0,27.7,59.5,0.0,24.0,-6.0,63.95,-1.7,0.02,0.0,16.46,OVERHEATING
4369.3,175.15,159.22,1.95,16.99,23.86,757.3,1.61,65.1,14189.0,27.7,59.5,0.0,-6.0,0.0,63.95,-1.7,0.0,0.7,16.46,OVERHEATING
4368.4,175.15,159.22,1.95,17.01,23.83,757.0,1.58,65.2,14189.0,27.7,59.5,0.0,-36.0,6.0,63.95,-1.7,-0.03,0.2,16.46,OVERHEATING
4365.9,175.15,159.22,1.94,16.96,23.93,756.8,1.65,65.2,14189.0,27.7,59.5,0.0,72.0,-12.0,63.95,-1.71,0.04,0.0,16.47,OVERHEATING
4393.2,175.15,159.22,1.98,23.23,32.39,757.3,1.59,65.6,3894.0,29.1,60.2,0.0,-24.0,12.0,71.15,-1.86,-0.03,0.2,18.14,OVERHEATING
4394.0,175.15,159.22,1.94,23.2,32.42,757.1,1.63,65.9,3894.0,29.1,60.2,0.0,24.0,-6.0,71.05,-1.9,0.01,-0.5,18.16,OVERHEATING
4393.6,175.15,159.22,1.93,23.18,32.42,756.9,1.65,65.6,3894.0,29.1,60.2,0.0,6.0,-12.0,71.15,-1.91,0.03,-0.2,18.18,OVERHEATING
4393.0,175.15,159.22,1.94,23.07,32.31,758.2,1.62,65.9,3894.0,29.1,60.2,0.0,24.0,-6.0,71.05,-1.9,0.0,0.6,18.16,OVERHEATING
4392.9,175.15,159.22,1.94,23.17,32.41,757.7,1.62,65.5,3894.0,29.1,60.2,0.0,-18.0,0.0,71.15,-1.9,0.0,0.7,18.17,OVERHEATING
4394.8,175.15,159.22,1.96,23.14,32.41,757.3,1.68,65.7,3894.0,29.1,60.2,0.0,72.0,12.0,71.15,-1.88,0.06,0.0,18.15,OVERHEATING
4394.9,175.15,159.22,1.94,23.25,32.43,757.3,1.65,65.9,3894.0,29.1,60.2,0.0,60.0,0.0,71.05,-1.9,0.03,-0.3,18.16,OVERHEATING
4391.8,175.15,159.22,1.93,23.16,32.39,757.9,1.62,65.7,3894.0,29.1,60.2,0.0,12.0,-18.0,71.15,-1.91,0.0,0.6,18.18,OVERHEATING
4392.0,175.15,159.22,1.94,23.15,32.42,758.2,1.59,65.5,3894.0,29.1,60.2,0.0,6.0,0.0,71.15,-1.9,-0.03,1.2,18.17,OVERHEATING
4389.7,175.15,159.22,1.94,23.25,32.45,757.6,1.64,65.7,3894.0,29.1,60.2,0.0,24.0,6.0,71.15,-1.9,0.02,0.3,18.17,OVERHEATING
4389.1,175.15,159.22,1.95,23.25,32.51,757.5,1.61,65.7,3894.0,29.1,60.2,0.0,-6.0,0.0,71.15,-1.89,-0.01,0.2,18.16,OVERHEATING
4388.1,175.15,159.22,1.95,23.16,32.36,757.3,1.64,65.6,3894.0,29.1,60.2,0.0,30.0,-18.0,71.15,-1.89,0.02,0.2,18.16,OVERHEATING
4389.8,175.15,159.22,1.96,23.17,32.38,758.0,1.63,65.8,3894.0,29.1,60.2,0.0,0.0,12.0,71.15,-1.88,0.01,0.5,18.15,OVERHEATING
4392.7,175.15,159.22,1.95,23.16,32.42,757.3,1.58,65.4,3894.0,29.1,60.2,0.0,-42.0,12.0,71.15,-1.89,-0.04,0.5,18.16,OVERHEATING
4393.5,175.15,159.22,1.93,23.24,32.4,756.4,1.6,65.8,3894.0,29.1,60.2,0.0,-12.0,-6.0,71.15,-1.91,-0.02,-1.1,18.18,OVERHEATING
5189.4,175.15,159.22,2.15,30.05,34.14,791.9,1.93,82.4,4149.0,5.1,78.6,0.0,-6.0,0.0,86.65,-2.46,0.04,0.3,21.88,OVERHEATING
5187.1,175.15,159.22,2.14,30.01,34.15,791.8,1.88,82.3,4149.0,5.1,78.6,0.0,-30.0,-6.0,86.75,-2.47,-0.01,0.4,21.9,OVERHEATING
5184.8,175.15,159.22,2.14,30.05,34.13,791.6,1.84,82.6,4149.0,5.1,78.6,0.0,-12.0,-6.0,86.65,-2.47,-0.05,-0.3,21.89,OVERHEATING
5186.3,175.15,159.22,2.14,30.11,34.17,791.7,1.92,82.6,4149.0,5.1,78.6,0.0,42.0,0.0,86.65,-2.47,0.03,-0.2,21.89,OVERHEATING
5185.5,175.15,159.22,2.13,29.93,34.03,792.1,1.88,82.6,4149.0,5.1,78.6,0.0,-6.0,-12.0,86.65,-2.48,-0.01,0.2,21.9,OVERHEATING
5184.7,175.15,159.22,2.14,30.08,34.17,791.7,1.91,82.1,4149.0,5.1,78.6,0.0,6.0,0.0,86.75,-2.47,0.02,0.6,21.9,OVERHEATING
5186.7,175.15,159.22,2.15,30.09,34.09,792.2,1.93,83.0,4149.0,5.1,78.6,0.0,0.0,0.0,86.65,-2.46,0.04,-0.4,21.88,OVERHEATING
5185.9,175.15,159.22,2.16,30.08,34.17,791.7,1.87,82.3,4149.0,5.1,78.6,0.0,-12.0,6.0,86.75,-2.45,-0.02,0.3,21.88,OVERHEATING
5184.3,175.15,159.22,2.14,30.09,34.19,792.5,1.91,82.3,4149.0,5.1,78.6,0.0,0.0,-12.0,86.75,-2.47,0.02,1.1,21.9,OVERHEATING
5186.9,175.15,159.22,2.15,29.99,34.09,792.5,1.87,82.2,4149.0,5.1,78.6,0.0,-30.0,6.0,86.75,-2.46,-0.02,1.3,21.89,OVERHEATING
5185.4,175.15,159.22,2.14,29.92,34.1,792.5,1.84,82.6,4149.0,5.1,78.6,0.0,-24.0,0.0,86.65,-2.47,-0.05,0.6,21.89,OVERHEATING
5187.0,175.15,159.22,2.15,30.05,34.07,791.9,1.91,82.3,4149.0,5.1,78.6,0.0,-12.0,0.0,86.75,-2.46,0.02,0.5,21.89,OVERHEATING
5188.8,175.15,159.22,2.15,30.02,34.14,792.1,1.86,82.6,4149.0,5.1,78.6,0.0,-12.0,6.0,86.65,-2.46,-0.03,0.2,21.88,OVERHEATING
5188.8,175.15,159.22,2.16,30.02,34.08,791.9,1.89,82.5,4149.0,5.1,78.6,0.0,30.0,12.0,86.65,-2.45,0.0,0.2,21.87,OVERHEATING
5188.6,175.15,159.22,2.15,30.04,34.19,792.2,1.91,82.5,4149.0,5.1,78.6,0.0,-6.0,6.0,86.65,-2.46,0.02,0.5,21.88,OVERHEATING
5096.6,175.15,159.22,2.13,22.87,27.05,784.7,1.88,80.5,12338.0,18.8,76.5,0.0,18.0,0.0,64.35,-1.97,0.03,-0.2,17.27,OVERHEATING
5096.7,175.15,159.22,2.13,22.77,26.97,784.7,1.94,80.5,12338.0,18.8,76.5,0.0,42.0,6.0,64.35,-1.97,0.09,-0.2,17.27,OVERHEATING
5098.9,175.15,159.22,2.13,22.8,26.94,785.0,1.88,80.7,12338.0,18.8,76.5,0.0,12.0,0.0,64.35,-1.97,0.03,-0.3,17.27,OVERHEATING
5098.9,175.15,159.22,2.12,22.79,26.99,785.2,1.92,80.5,12338.0,18.8,76.5,0.0,72.0,-12.0,64.35,-1.98,0.07,0.3,17.28,OVERHEATING
5096.6,175.15,159.22,2.13,22.78,26.99,785.4,1.86,80.6,12338.0,18.8,76.5,0.0,-12.0,0.0,64.35,-1.97,0.01,0.3,17.27,OVERHEATING
5094.2,175.15,159.22,2.14,22.71,27.0,786.3,1.92,80.7,12338.0,18.8,76.5,0.0,72.0,6.0,64.35,-1.96,0.07,1.0,17.26,OVERHEATING
5097.5,175.15,159.22,2.13,22.78,27.05,784.9,1.84,80.2,12338.0,18.8,76.5,0.0,-18.0,6.0,64.45,-1.97,-0.01,0.5,17.28,OVERHEATING
5097.8,175.15,159.22,2.13,22.82,27.04,785.3,1.87,80.4,12338.0,18.8,76.5,0.0,6.0,6.0,64.35,-1.97,0.02,0.5,17.27,OVERHEATING
5096.6,175.15,159.22,2.11,22.72,27.03,786.1,1.8,81.0,12338.0,18.8,76.5,0.0,-54.0,6.0,64.25,-1.99,-0.05,0.3,17.28,OVERHEATING
5095.3,175.15,159.22,2.11,22.67,26.97,785.6,1.93,80.5,12338.0,18.8,76.5,0.0,48.0,-18.0,64.35,-1.99,0.08,0.7,17.29,OVERHEATING
5098.3,175.15,159.22,2.13,22.83,27.0,785.3,1.88,80.1,12338.0,18.8,76.5,0.0,18.0,12.0,64.45,-1.98,0.03,1.0,17.29,OVERHEATING
5099.6,175.15,159.22,2.13,22.81,27.02,785.8,1.86,80.8,12338.0,18.8,76.5,0.0,-12.0,0.0,64.25,-1.97,0.01,0.4,17.26,OVERHEATING
5101.5,175.15,159.22,2.13,22.84,27.03,785.5,1.87,80.6,12338.0,18.8,76.5,0.0,-42.0,0.0,64.35,-1.97,0.02,0.4,17.27,OVERHEATING
5098.6,175.15,159.22,2.11,22.88,27.01,784.8,1.82,80.5,12338.0,18.8,76.5,0.0,-36.0,-12.0,64.35,-1.99,-0.03,-0.1,17.29,OVERHEATING
5097.8,175.15,159.22,2.12,22.84,27.0,785.1,1.87,80.5,12338.0,18.8,76.5,0.0,-30.0,0.0,64.35,-1.98,0.02,0.2,17.28,OVERHEATING
5028.2,175.15,157.7,2.11,26.69,31.73,783.1,1.85,78.8,6364.0,12.5,74.9,0.0,42.0,0.0,79.25,-2.26,0.02,-0.5,20.09,OVERHEATING
5023.9,175.15,157.6,2.11,26.61,31.68,782.5,1.83,78.8,6364.0,12.5,74.9,0.0,42.0,0.0,79.25,-2.26,0.0,-1.1,20.08,OVERHEATING
5024.4,175.15,157.5,2.1,26.73,31.71,782.2,1.8,79.1,6364.0,12.5,74.9,0.0,0.0,6.0,79.25,-2.27,-0.03,-1.9,20.08,OVERHEATING
5024.8,175.15,157.4,2.1,26.61,31.67,781.9,1.81,79.3,6364.0,12.5,74.9,0.0,-36.0,-6.0,79.25,-2.27,-0.02,-2.6,20.06,OVERHEATING
5024.1,175.15,157.3,2.11,26.69,31.64,781.9,1.83,78.8,6364.0,12.5,74.9,0.0,-6.0,6.0,79.25,-2.26,0.0,-1.7,20.04,OVERHEATING
5025.9,175.15,157.1,2.09,26.68,31.64,781.6,1.84,78.5,6364.0,12.5,74.9,0.0,12.0,-12.0,79.35,-2.28,0.01,-1.5,20.06,OVERHEATING
5026.9,175.15,157.0,2.11,26.69,31.71,782.5,1.86,78.9,6364.0,12.5,74.9,0.0,12.0,-12.0,79.25,-2.26,0.03,-1.3,20.0,OVERHEATING
5031.4,175.15,156.8,2.11,26.67,31.67,783.1,1.84,78.7,6364.0,12.5,74.9,0.0,12.0,-6.0,79.35,-2.26,0.01,-0.4,19.98,OVERHEATING
5027.2,175.15,156.7,2.11,26.72,31.69,783.7,1.85,78.8,6364.0,12.5,74.9,0.0,-6.0,6.0,79.25,-2.26,0.02,0.1,19.96,OVERHEATING
5025.4,175.15,156.6,2.1,26.62,31.65,783.4,1.83,79.0,6364.0,12.5,74.9,0.0,6.0,-12.0,79.25,-2.27,0.0,-0.6,19.95,OVERHEATING
5024.8,175.15,156.5,2.1,26.58,31.62,783.8,1.88,79.1,6364.0,12.5,74.9,0.0,36.0,0.0,79.25,-2.27,0.05,-0.3,19.94,OVERHEATING
5023.8,175.15,156.4,2.1,26.69,31.73,783.3,1.82,78.8,6364.0,12.5,74.9,0.0,-18.0,-6.0,79.25,-2.27,-0.01,-0.3,19.93,OVERHEATING
5025.5,175.15,156.4,2.12,26.76,31.65,782.6,1.82,79.2,6364.0,12.5,74.9,0.0,-6.0,6.0,79.25,-2.25,-0.01,-1.7,19.91,OVERHEATING
5026.0,175.15,156.3,2.09,26.69,31.68,782.8,1.85,79.0,6364.0,12.5,74.9,0.0,30.0,-6.0,79.25,-2.28,0.02,-1.2,19.92,OVERHEATING
5028.5,175.15,156.3,2.11,26.73,31.7,783.0,1.85,78.8,6364.0,12.5,74.9,0.0,24.0,6.0,79.25,-2.26,0.02,-0.6,19.9,OVERHEATING
4702.2,175.15,157.7,2.02,23.94,30.3,771.9,1.72,71.9,7016.0,12.7,67.3,0.0,-6.0,0.0,83.15,-2.25,0.0,0.0,20.76,OVERHEATING
4700.7,175.15,157.84,2.03,23.88,30.26,772.2,1.74,72.0,7016.0,12.7,67.3,0.0,0.0,0.0,83.15,-2.24,0.02,0.1,20.77,OVERHEATING
4700.5,175.15,157.95,2.03,23.87,30.31,772.7,1.75,72.1,7016.0,12.7,67.3,0.0,30.0,6.0,83.15,-2.24,0.03,0.5,20.78,OVERHEATING
4698.9,175.15,158.02,2.02,23.86,30.3,772.9,1.71,71.9,7016.0,12.7,67.3,0.0,0.0,0.0,83.15,-2.25,-0.01,1.0,20.8,OVERHEATING
4699.3,175.15,158.06,2.02,23.76,30.25,772.4,1.7,72.1,7016.0,12.7,67.3,0.0,30.0,0.0,83.15,-2.25,-0.02,0.2,20.81,OVERHEATING
4702.8,175.15,158.05,2.03,23.8,30.25,772.1,1.69,71.9,7016.0,12.7,67.3,0.0,0.0,0.0,83.15,-2.24,-0.03,0.2,20.8,OVERHEATING
4702.6,175.15,157.98,2.04,23.92,30.28,772.9,1.73,72.3,7016.0,12.7,67.3,0.0,12.0,0.0,83.15,-2.23,0.01,0.3,20.78,OVERHEATING
4700.4,175.15,157.86,2.03,23.88,30.31,772.1,1.72,72.2,7016.0,12.7,67.3,0.0,0.0,6.0,83.15,-2.24,0.0,-0.3,20.77,OVERHEATING
4697.1,175.15,157.69,2.02,23.79,30.3,772.9,1.7,72.2,7016.0,12.7,67.3,0.0,18.0,6.0,83.15,-2.25,-0.02,0.5,20.76,OVERHEATING
4695.2,175.15,157.76,2.02,23.94,30.29,773.0,1.7,72.1,7016.0,12.7,67.3,0.0,-18.0,-12.0,83.15,-2.25,-0.02,0.8,20.77,OVERHEATING
4695.1,175.15,157.81,2.05,23.73,30.24,773.8,1.68,72.3,7016.0,12.7,67.3,0.0,-36.0,12.0,83.15,-2.22,-0.04,1.2,20.75,OVERHEATING
4695.2,175.15,157.85,2.02,23.83,30.36,773.1,1.72,72.1,7016.0,12.7,67.3,0.0,0.0,0.0,83.15,-2.25,0.0,0.9,20.78,OVERHEATING
4695.6,175.15,157.88,2.02,23.88,30.32,772.0,1.71,72.4,7016.0,12.7,67.3,0.0,-18.0,-6.0,83.15,-2.25,-0.01,-0.7,20.78,OVERHEATING
4696.9,175.15,157.9,2.04,23.91,30.28,772.6,1.76,72.1,7016.0,12.7,67.3,0.0,6.0,6.0,83.15,-2.23,0.04,0.4,20.77,OVERHEATING
4697.5,175.15,157.9,2.04,23.89,30.28,772.4,1.71,72.1,7016.0,12.7,67.3,0.0,0.0,12.0,83.15,-2.23,-0.01,0.2,20.77,OVERHEATING
4333.0,175.15,157.87,1.94,17.07,23.99,756.2,1.58,64.4,13973.0,22.5,58.8,0.0,-30.0,-6.0,71.65,-1.87,-0.02,-0.5,18.04,OVERHEATING
4333.2,175.15,157.87,1.93,17.12,23.9,756.7,1.6,64.6,13973.0,22.5,58.8,0.0,18.0,6.0,71.55,-1.88,0.0,-0.4,18.03,OVERHEATING
4334.8,175.15,157.87,1.92,16.88,23.83,756.6,1.61,64.2,13973.0,22.5,58.8,0.0,12.0,0.0,71.65,-1.89,0.01,0.2,18.05,OVERHEATING
4335.3,175.15,157.87,1.93,17.04,23.87,756.2,1.57,64.4,13973.0,22.5,58.8,0.0,-24.0,0.0,71.65,-1.88,-0.03,-0.5,18.05,OVERHEATING
4334.2,175.15,157.87,1.95,17.05,23.96,757.1,1.63,64.6,13973.0,22.5,58.8,0.0,0.0,-12.0,71.55,-1.86,0.03,0.0,18.02,OVERHEATING
4334.0,175.15,157.87,1.94,16.9,23.91,756.4,1.58,64.5,13973.0,22.5,58.8,0.0,-30.0,6.0,71.65,-1.87,-0.02,-0.5,18.04,OVERHEATING
4336.3,175.15,157.87,1.94,17.08,23.89,757.1,1.58,64.0,13973.0,22.5,58.8,0.0,-12.0,6.0,71.75,-1.87,-0.02,1.0,18.05,OVERHEATING
4338.3,175.15,157.87,1.94,17.12,23.9,756.5,1.6,64.1,13973.0,22.5,58.8,0.0,-30.0,6.0,71.75,-1.87,0.0,0.3,18.05,OVERHEATING
